id        ; landlord_id; category               ; title                                                                           ; body                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; amenities                                                                                                                                                                               ; bathrooms; bedrooms; currency; fee; photo; pets_allowed; price; price_display      ; price_type    ; square_feet; address                                                                     ; cityname              ; state; latitude; longitude; source           ; time
5664571557; 9; housing/rent/apartment ; One BR Tennyson Court                                                           ; This unit is located at Tennyson Court, Westminster, 80031, COMonthly rental rates range from $1000We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-1284151940120079993/original/d06f7621-6ce2-4f33-a375-80980dc128d2.jpeg; None        ;  1000; $1,000             ; Monthly       ;         250; null                                                                        ; Westminster           ; CO   ; 39.8644 ; -105.0454; RentLingo        ; 1577015098
5664570140; 9; housing/rent/apartment ; One BR E Alamo Dr.                                                              ; This unit is located at E Alamo Dr., Aurora, 80016, COMonthly rental rates range from $1000We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/29c1f6a8-2141-43ad-ad3c-8e855ba41f4e.jpg; None        ;  1000; $1,000             ; Monthly       ;         250; null                                                                        ; Aurora                ; CO   ; 39.6828 ; -104.8078; RentLingo        ; 1577015002
5664571542; 9; housing/rent/apartment ; One BR Poppy Ct. Unit B                                                         ; This unit is located at Poppy Ct. Unit B, Arvada, 80403, COMonthly rental rates range from $1000We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/36719a50-f474-40fe-8854-36c371aa743b.jpg; None        ;  1000; $1,000             ; Monthly       ;         250; null                                                                        ; Arvada                ; CO   ; 39.8228 ; -105.1107; RentLingo        ; 1577015097
5659898514; 9; housing/rent/apartment ; One BR Almond Ave                                                               ; This unit is located at Almond Ave, Seal Beach, 90740, CAMonthly rental rates range from $1000We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/7762e85b-399b-4375-9ece-6ceecfee0ae1.jpg; None        ;  1000; $1,000             ; Monthly       ;         250; null                                                                        ; Seal Beach            ; CA   ; 33.7606 ; -118.0806; RentLingo        ; 1576666443
5668624441; 9; housing/rent/apartment ; One BR W San Marcos Blvd, 261                                                   ; This unit is located at W San Marcos Blvd, 261, San Marcos, 92069, CAMonthly rental rates range from $975We have 1 beds units available for rent Apartment features include:-- Pool- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/0adcd911-d1ad-4faf-af01-749343697b5d.jpg; None        ;   975; $975               ; Monthly       ;         250; null                                                                        ; San Marcos            ; CA   ; 33.1463 ; -117.1694; RentLingo        ; 1577359240
5664578591; 9; housing/rent/apartment ; One BR Oak Dr                                                                   ; This unit is located at Oak Dr, Medford Lakes, 8055, NJMonthly rental rates range from $965We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/0edd211e-34ea-4884-8b70-78ebe5db5440.jpg; None        ;   965; $965               ; Monthly       ;         250; null                                                                        ; Medford Lakes         ; NJ   ; 39.8587 ; -74.8101 ; RentLingo        ; 1577015665
5668624721; 9; housing/rent/apartment ; One BR Southampton Dr Apartment L                                               ; This unit is located at Southampton Dr Apartment L, Glen Burnie, 21060, MDMonthly rental rates range from $955We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/51c5505f-2388-4f3b-9183-93814b3f2250.jpg; None        ;   955; $955               ; Monthly       ;         250; null                                                                        ; Glen Burnie           ; MD   ; 39.1634 ; -76.6165 ; RentLingo        ; 1577359262
5664571537; 10; housing/rent/apartment ; One BR W. Dorado Pl.                                                            ; This unit is located at W. Dorado Pl., Littleton, 80127, COMonthly rental rates range from $950We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/b7686cdb-28f0-448d-a2bb-5860be5915d2.jpg; None        ;   950; $950               ; Monthly       ;         250; null                                                                        ; Littleton             ; CO   ; 39.5816 ; -105.0387; RentLingo        ; 1577015096
5664571551; 10; housing/rent/apartment ; One BR Fulton St                                                                ; This unit is located at Fulton St, Aurora, 80010, COMonthly rental rates range from $950We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/f4056597-45d8-4065-9a86-0a4031d7c300.jpg; None        ;   950; $950               ; Monthly       ;         250; null                                                                        ; Aurora                ; CO   ; 39.6828 ; -104.8078; RentLingo        ; 1577015098
5664572242; 10; housing/rent/apartment ; One BR Torino Court                                                             ; This unit is located at Torino Court, Concord, 94518, CAMonthly rental rates range from $930We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/b8766e9e-aa08-4fc5-8677-f5aec9de23c8.jpg; None        ;   930; $930               ; Monthly       ;         250; null                                                                        ; Concord               ; CA   ; 37.9682 ; -122.0091; RentLingo        ; 1577015146
5668619413; 10; housing/rent/apartment ; One BR , Gateway Circle                                                         ; This unit is located at , Gateway Circle, Lafayette, 80026, COMonthly rental rates range from $925We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/efcc69ea-7277-4b8d-bebc-3b0f2500e1c2.jpg; None        ;   925; $925               ; Monthly       ;         250; null                                                                        ; Lafayette             ; CO   ; 39.9999 ; -105.0993; RentLingo        ; 1577358925
5664574194; 10; housing/rent/apartment ; One BR 1st Ave                                                                  ; This unit is located at first Ave, Chula Vista, 91910, CAMonthly rental rates range from $925We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-1111221935683053416/original/89883002-85cb-4564-99af-d80fa9b8433d.jpeg; None        ;   925; $925               ; Monthly       ;         250; 1st Avenue                                                                  ; Chula Vista           ; CA   ; 32.6197 ; -117.0226; RentLingo        ; 1577015266
5664571566; 10; housing/rent/apartment ; One BR Jamie Ct                                                                 ; This unit is located at Jamie Ct, Glen Burnie, 21060, MDMonthly rental rates range from $925We have 1 beds units available for rent Apartment available amenities:-- Pool- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/443fe8e8-17c2-4d30-8eb9-3e23daf38655.jpg; None        ;   925; $925               ; Monthly       ;         250; null                                                                        ; Glen Burnie           ; MD   ; 39.1634 ; -76.6165 ; RentLingo        ; 1577015099
5668612560; 10; housing/rent/apartment ; One BR Foxhill Cir                                                              ; This unit is located at Foxhill Cir, Highlands Ranch, 80129, COMonthly rental rates range from $915We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/bdf2a8b8-187d-42b2-8172-f7716e0324fb.jpg; None        ;   915; $915               ; Monthly       ;         250; null                                                                        ; Highlands Ranch       ; CO   ; 39.5516 ; -104.9690; RentLingo        ; 1577358488
5668624591; 10; housing/rent/apartment ; One BR Yellow Flower Rd                                                         ; This unit is located at Yellow Flower Rd, Laurel, 20724, MDMonthly rental rates range from $900We have 1 beds units available for rent Apartment features include:-- Pool- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/7730cdc1-0e98-4ad5-9dff-c1cc87650d44.jpg; None        ;   900; $900               ; Monthly       ;         250; null                                                                        ; Laurel                ; MD   ; 39.0976 ; -76.8614 ; RentLingo        ; 1577359251
5668622471; 10; housing/rent/apartment ; One BR Eventide Ct                                                              ; This unit is located at Eventide Ct, Orlando, 32821, FLMonthly rental rates range from $900We have 1 beds units available for rent Apartment features include:-- Furnished- Pool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/4a3294f3-41b0-437b-b590-77fa18836df4.jpg; None        ;   900; $900               ; Monthly       ;         250; null                                                                        ; Orlando               ; FL   ; 28.5163 ; -81.3644 ; RentLingo        ; 1577359122
5668619405; 10; housing/rent/apartment ; One BR Racquet Lane                                                             ; This unit is located at Racquet Lane, Boulder, 80303, COMonthly rental rates range from $900We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-910155617642317638/original/c1a65888-2a11-4b1c-8b10-10eb34cc3f81.jpeg; None        ;   900; $900               ; Monthly       ;         250; null                                                                        ; Boulder               ; CO   ; 40.0213 ; -105.2552; RentLingo        ; 1577358924
5664571546; 10; housing/rent/apartment ; One BR E Floyd Ave                                                              ; This unit is located at E Floyd Ave, Aurora, 80013, COMonthly rental rates range from $900We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/8d8fa171-8c8b-430a-aa50-e7614767e018.jpg; None        ;   900; $900               ; Monthly       ;         250; null                                                                        ; Aurora                ; CO   ; 39.6828 ; -104.8078; RentLingo        ; 1577015097
